INDEXFORSAVE,LAYER,LAYER_V7,NAME,X,Y,XSIZE,YSIZE,SHAPE,UNIQUEID,status
638,TOP,,49,3735.1631mil,2763.7921mil,10.9843mil,89.3701mil,RECTANGLE,LCTWUVKY,geometry_only_unconfirmed
639,TOP,,51,3735.1631mil,2744.1071mil,10.9843mil,89.3701mil,RECTANGLE,GBSDNEYF,geometry_only_unconfirmed
640,TOP,,53,3735.1631mil,2724.4221mil,10.9843mil,89.3701mil,RECTANGLE,YYYPFAFY,geometry_only_unconfirmed
641,TOP,,55,3735.1631mil,2704.7371mil,10.9843mil,89.3701mil,RECTANGLE,FYDADYKK,geometry_only_unconfirmed
642,TOP,,57,3735.1631mil,2685.052mil,10.9843mil,89.3701mil,RECTANGLE,YQUKHTOF,geometry_only_unconfirmed
643,TOP,,59,3735.1631mil,2665.3669mil,10.9843mil,89.3701mil,RECTANGLE,VITUAVKT,geometry_only_unconfirmed
644,TOP,,2,3960.7537mil,3236.2331mil,10.9843mil,89.3701mil,RECTANGLE,ARHKKJFL,geometry_only_unconfirmed
645,TOP,,4,3960.7537mil,3216.5481mil,10.9843mil,89.3701mil,RECTANGLE,RXEUOCDT,geometry_only_unconfirmed
646,TOP,,6,3960.7537mil,3196.863mil,10.9843mil,89.3701mil,RECTANGLE,CBLVSFXC,geometry_only_unconfirmed
647,TOP,,8,3960.7537mil,3177.178mil,10.9843mil,89.3701mil,RECTANGLE,YJKPTRTK,geometry_only_unconfirmed
648,TOP,,10,3960.7537mil,3157.4929mil,10.9843mil,89.3701mil,RECTANGLE,VPIUPVRV,geometry_only_unconfirmed
649,TOP,,12,3960.7537mil,3137.8079mil,10.9843mil,89.3701mil,RECTANGLE,RBWFOIRX,geometry_only_unconfirmed
650,TOP,,14,3960.7537mil,3118.1229mil,10.9843mil,89.3701mil,RECTANGLE,EEVXDHKR,geometry_only_unconfirmed
651,TOP,,16,3960.7537mil,3098.4378mil,10.9843mil,89.3701mil,RECTANGLE,MNOJHVEN,geometry_only_unconfirmed
652,TOP,,18,3960.7537mil,3078.7528mil,10.9843mil,89.3701mil,RECTANGLE,QTUBMBXE,geometry_only_unconfirmed
653,TOP,,20,3960.7537mil,3059.0677mil,10.9843mil,89.3701mil,RECTANGLE,RNNKDCJX,geometry_only_unconfirmed
654,TOP,,22,3960.7537mil,3039.3827mil,10.9843mil,89.3701mil,RECTANGLE,VSSXLNBK,geometry_only_unconfirmed
655,TOP,,24,3960.7537mil,3019.6977mil,10.9843mil,89.3701mil,RECTANGLE,YHHXLKLH,geometry_only_unconfirmed
656,TOP,,30,3960.7537mil,2960.6425mil,10.9843mil,89.3701mil,RECTANGLE,TCHUMAGC,geometry_only_unconfirmed
657,TOP,,32,3960.7537mil,2940.9575mil,10.9843mil,89.3701mil,RECTANGLE,OKNHKLGT,geometry_only_unconfirmed
658,TOP,,34,3960.7537mil,2921.2725mil,10.9843mil,89.3701mil,RECTANGLE,YQJCUGTE,geometry_only_unconfirmed
659,TOP,,36,3960.7537mil,2901.5874mil,10.9843mil,89.3701mil,RECTANGLE,PDQTGIWU,geometry_only_unconfirmed
660,TOP,,38,3960.7537mil,2881.9024mil,10.9843mil,89.3701mil,RECTANGLE,TIFAACQS,geometry_only_unconfirmed
661,TOP,,40,3960.7537mil,2862.2173mil,10.9843mil,89.3701mil,RECTANGLE,CUKMWXYV,geometry_only_unconfirmed
662,TOP,,42,3960.7537mil,2842.5323mil,10.9843mil,89.3701mil,RECTANGLE,QAJHEPFN,geometry_only_unconfirmed
663,TOP,,44,3960.7537mil,2822.8473mil,10.9843mil,89.3701mil,RECTANGLE,RRQPQHYV,geometry_only_unconfirmed
664,TOP,,46,3960.7537mil,2803.1623mil,10.9843mil,89.3701mil,RECTANGLE,UETONSEU,geometry_only_unconfirmed
665,TOP,,48,3960.7537mil,2783.4772mil,10.9843mil,89.3701mil,RECTANGLE,YQXRUWTD,geometry_only_unconfirmed
666,TOP,,50,3960.7537mil,2763.7921mil,10.9843mil,89.3701mil,RECTANGLE,QWRGBNWD,geometry_only_unconfirmed
667,TOP,,52,3960.7537mil,2744.1071mil,10.9843mil,89.3701mil,RECTANGLE,YHSJAUTE,geometry_only_unconfirmed
668,TOP,,54,3960.7537mil,2724.4221mil,10.9843mil,89.3701mil,RECTANGLE,CDSDQHYB,geometry_only_unconfirmed
669,TOP,,56,3960.7537mil,2704.7371mil,10.9843mil,89.3701mil,RECTANGLE,JFFBQDPE,geometry_only_unconfirmed
670,TOP,,58,3960.7537mil,2685.052mil,10.9843mil,89.3701mil,RECTANGLE,AWOCSULQ,geometry_only_unconfirmed
671,TOP,,60,3960.7537mil,2665.3669mil,10.9843mil,89.3701mil,RECTANGLE,EEFOHXIX,geometry_only_unconfirmed
672,TOP,,1,3402.6456mil,3306.0396mil,18.7008mil,29.5276mil,ROUNDEDRECTANGLE,OWBGGAYP,geometry_only_unconfirmed
673,TOP,,2,3402.6456mil,3338.5198mil,18.7008mil,29.5276mil,ROUNDEDRECTANGLE,MAOJRODA,geometry_only_unconfirmed
674,TOP,,3,3531.1667mil,3741.4167mil,23.622mil,39.3701mil,ROUNDEDRECTANGLE,WKQSHUHQ,geometry_only_unconfirmed
675,TOP,,2,3436.6785mil,3704.0152mil,23.622mil,39.3701mil,ROUNDEDRECTANGLE,UXXCBKRR,geometry_only_unconfirmed
676,TOP,,1,3436.6785mil,3778.8183mil,23.622mil,39.3701mil,ROUNDEDRECTANGLE,NAHDEVJK,geometry_only_unconfirmed
677,TOP,,1,3559.1618mil,3638.7539mil,25mil,25mil,ROUND,TWOVHFDB,geometry_only_unconfirmed
678,TOP,,1,3465.6374mil,3649.896mil,35.4331mil,39.3701mil,ROUNDEDRECTANGLE,XXTRXGOD,geometry_only_unconfirmed
679,TOP,,2,3465.6374mil,3488.4786mil,35.4331mil,39.3701mil,ROUNDEDRECTANGLE,YHIGBJFR,geometry_only_unconfirmed
680,TOP,,4,3402.6452mil,3488.4786mil,35.4331mil,39.3701mil,ROUNDEDRECTANGLE,GEFIKXVU,geometry_only_unconfirmed
681,TOP,,3,3402.6452mil,3649.896mil,35.4331mil,39.3701mil,ROUNDEDRECTANGLE,WNRJCXGQ,geometry_only_unconfirmed
682,TOP,,5,3490.2437mil,3569.1873mil,66.9291mil,21.6535mil,ROUNDEDRECTANGLE,SJUEYXAH,geometry_only_unconfirmed
683,TOP,,1,3600.142mil,3806.3791mil,31.4961mil,31.4961mil,RECTANGLE,HSUPXQUX,geometry_only_unconfirmed
684,TOP,,2,3600.142mil,3741.4185mil,31.4961mil,31.4961mil,RECTANGLE,TSOBNAQW,geometry_only_unconfirmed
685,TOP,,1,3459.8121mil,4035.6773mil,35.4331mil,39.3701mil,ROUNDEDRECTANGLE,AOCCOAEL,geometry_only_unconfirmed
686,TOP,,2,3459.8121mil,3874.2599mil,35.4331mil,39.3701mil,ROUNDEDRECTANGLE,OHHSOLBB,geometry_only_unconfirmed
687,TOP,,4,3396.8199mil,3874.2599mil,35.4331mil,39.3701mil,ROUNDEDRECTANGLE,HUOOILHY,geometry_only_unconfirmed
688,TOP,,3,3396.8199mil,4035.6773mil,35.4331mil,39.3701mil,ROUNDEDRECTANGLE,JLWPKJOT,geometry_only_unconfirmed
689,TOP,,5,3484.4184mil,3954.9686mil,66.9291mil,21.6535mil,ROUNDEDRECTANGLE,EVBCBWVV,geometry_only_unconfirmed
690,TOP,,2,3576.1566mil,4133.6147mil,31.4961mil,31.4961mil,RECTANGLE,LXWXDKDL,geometry_only_unconfirmed
691,TOP,,1,3635.2117mil,4133.6147mil,31.4961mil,31.4961mil,RECTANGLE,EQXROVLC,geometry_only_unconfirmed
692,TOP,,2,4479.5473mil,4116.0923mil,74.8031mil,94.4882mil,RECTANGLE,OMKBXKXN,geometry_only_unconfirmed
693,TOP,,1,4318.13mil,4116.0923mil,74.8031mil,94.4882mil,RECTANGLE,QHSVMMHV,geometry_only_unconfirmed
694,TOP,,1,4123.7028mil,4289.5076mil,25mil,25mil,ROUND,UUSQKIXO,geometry_only_unconfirmed
695,TOP,,1,4379.7392mil,4695.9989mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,OEJCHKOO,geometry_only_unconfirmed
696,TOP,,2,4379.7392mil,4676.3139mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,WNQIAMGX,geometry_only_unconfirmed
697,TOP,,3,4379.7392mil,4656.6288mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,SHAPTBXT,geometry_only_unconfirmed
698,TOP,,4,4379.7392mil,4636.9438mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,WNVNUSGB,geometry_only_unconfirmed
699,TOP,,5,4379.7392mil,4617.2587mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,AHDFPCKQ,geometry_only_unconfirmed
700,TOP,,6,4379.7392mil,4597.5737mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,STTYMNWT,geometry_only_unconfirmed
701,TOP,,7,4379.7392mil,4577.8887mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,BACJPGBP,geometry_only_unconfirmed
702,TOP,,8,4379.7392mil,4558.2036mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,PPNKSKEC,geometry_only_unconfirmed
703,TOP,,9,4379.7392mil,4538.5186mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,LNFLYXAH,geometry_only_unconfirmed
704,TOP,,10,4379.7392mil,4518.8335mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,CDPRFJVU,geometry_only_unconfirmed
705,TOP,,11,4379.7392mil,4499.1485mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,NJGYRALU,geometry_only_unconfirmed
706,TOP,,12,4379.7392mil,4479.4635mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,PAPWLREX,geometry_only_unconfirmed
707,TOP,,13,4405.3298mil,4453.8729mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,VABAGKUA,geometry_only_unconfirmed
708,TOP,,14,4425.0148mil,4453.8729mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,DMOTCUCS,geometry_only_unconfirmed
709,TOP,,15,4444.6999mil,4453.8729mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,RUAJEHQV,geometry_only_unconfirmed
710,TOP,,16,4464.3849mil,4453.8729mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,SBWCOFJL,geometry_only_unconfirmed
711,TOP,,17,4484.07mil,4453.8729mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,QVUYLOUU,geometry_only_unconfirmed
712,TOP,,18,4503.755mil,4453.8729mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,YHJUSYNH,geometry_only_unconfirmed
713,TOP,,19,4523.44mil,4453.8729mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,IQRGIVOW,geometry_only_unconfirmed
714,TOP,,20,4543.1251mil,4453.8729mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,RRLNFWYU,geometry_only_unconfirmed
715,TOP,,21,4562.8101mil,4453.8729mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,QCLHREMI,geometry_only_unconfirmed
716,TOP,,22,4582.4952mil,4453.8729mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,LLYSIBCH,geometry_only_unconfirmed
717,TOP,,23,4602.1802mil,4453.8729mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,QEKFQYSO,geometry_only_unconfirmed
718,TOP,,24,4621.8652mil,4453.8729mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,DGPBFVFA,geometry_only_unconfirmed
719,TOP,,25,4647.4558mil,4479.4635mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,YTQPFRWT,geometry_only_unconfirmed
720,TOP,,26,4647.4558mil,4499.1485mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,MFPTTPSP,geometry_only_unconfirmed
721,TOP,,27,4647.4558mil,4518.8335mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,IPAQRTFC,geometry_only_unconfirmed
722,TOP,,28,4647.4558mil,4538.5186mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,QNAVYLGI,geometry_only_unconfirmed
723,TOP,,29,4647.4558mil,4558.2036mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,FWAOLINX,geometry_only_unconfirmed
724,TOP,,30,4647.4558mil,4577.8887mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,UKRMOFMI,geometry_only_unconfirmed
725,TOP,,31,4647.4558mil,4597.5737mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,JFCTGBMH,geometry_only_unconfirmed
726,TOP,,32,4647.4558mil,4617.2587mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,PUMIODJB,geometry_only_unconfirmed
727,TOP,,33,4647.4558mil,4636.9438mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,IIRMYYLD,geometry_only_unconfirmed
728,TOP,,34,4647.4558mil,4656.6288mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,YGCUVTGL,geometry_only_unconfirmed
729,TOP,,35,4647.4558mil,4676.3139mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,DBCQDHRP,geometry_only_unconfirmed
730,TOP,,36,4647.4558mil,4695.9989mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,JSFKSRTM,geometry_only_unconfirmed
731,TOP,,37,4621.8652mil,4721.5895mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,RASPKEGJ,geometry_only_unconfirmed
732,TOP,,38,4602.1802mil,4721.5895mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,OKSALKCD,geometry_only_unconfirmed
733,TOP,,39,4582.4952mil,4721.5895mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,MICDIPHY,geometry_only_unconfirmed
734,TOP,,40,4562.8101mil,4721.5895mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,CMPEVBTB,geometry_only_unconfirmed
735,TOP,,41,4543.1251mil,4721.5895mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,ARWYRGYC,geometry_only_unconfirmed
736,TOP,,42,4523.44mil,4721.5895mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,XAYOTIYP,geometry_only_unconfirmed
737,TOP,,43,4503.755mil,4721.5895mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,OABXCALY,geometry_only_unconfirmed
738,TOP,,44,4484.07mil,4721.5895mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,XRHDVHOI,geometry_only_unconfirmed
739,TOP,,45,4464.3849mil,4721.5895mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,LGTLREEL,geometry_only_unconfirmed
740,TOP,,46,4444.6999mil,4721.5895mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,KQIKWCAF,geometry_only_unconfirmed
741,TOP,,47,4425.0148mil,4721.5895mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,YEQPQBTR,geometry_only_unconfirmed
742,TOP,,48,4405.3298mil,4721.5895mil,9.4488mil,23.622mil,ROUNDEDRECTANGLE,UJGAMUNW,geometry_only_unconfirmed
743,TOP,,49,4513.5975mil,4587.7312mil,161.4173mil,161.4173mil,ROUNDEDRECTANGLE,NIQSPRBD,geometry_only_unconfirmed
744,TOP,,10,4096.177mil,4523.5934mil,7.874mil,22.2441mil,ROUNDEDRECTANGLE,TGCOOIVY,geometry_only_unconfirmed
745,TOP,,9,4096.177mil,4503.9084mil,7.874mil,22.2441mil,ROUNDEDRECTANGLE,MUVBKKNB,geometry_only_unconfirmed
746,TOP,,8,4096.177mil,4484.2234mil,15.748mil,22.2441mil,ROUNDEDRECTANGLE,QDGLTIEV,geometry_only_unconfirmed
747,TOP,,5,4063.303mil,4444.8533mil,7.874mil,22.2441mil,ROUNDEDRECTANGLE,FKHUXRVG,geometry_only_unconfirmed
748,TOP,,4,4063.303mil,4464.5383mil,7.874mil,22.2441mil,ROUNDEDRECTANGLE,AUVGNOPE,geometry_only_unconfirmed
749,TOP,,3,4063.303mil,4484.2234mil,15.748mil,22.2441mil,ROUNDEDRECTANGLE,DPTKBDYD,geometry_only_unconfirmed
750,TOP,,2,4063.303mil,4503.9084mil,7.874mil,22.2441mil,ROUNDEDRECTANGLE,CXVHRXGV,geometry_only_unconfirmed
751,TOP,,1,4063.303mil,4523.5934mil,7.874mil,22.2441mil,ROUNDEDRECTANGLE,NNJEHSXB,geometry_only_unconfirmed
752,TOP,,7,4096.177mil,4464.5383mil,7.874mil,22.2441mil,ROUNDEDRECTANGLE,SBILEOGF,geometry_only_unconfirmed
753,TOP,,6,4096.177mil,4444.8533mil,7.874mil,22.2441mil,ROUNDEDRECTANGLE,LHWEQGLW,geometry_only_unconfirmed
754,TOP,,2,4063.3031mil,4709.9818mil,7.874mil,22.2441mil,ROUNDEDRECTANGLE,OONUVAHK,geometry_only_unconfirmed
755,TOP,,1,4063.3031mil,4729.6668mil,7.874mil,22.2441mil,ROUNDEDRECTANGLE,LGELWYCG,geometry_only_unconfirmed
756,TOP,,10,4096.1771mil,4729.6668mil,7.874mil,22.2441mil,ROUNDEDRECTANGLE,YUWSNNNL,geometry_only_unconfirmed
757,TOP,,9,4096.1771mil,4709.9818mil,7.874mil,22.2441mil,ROUNDEDRECTANGLE,RCRENQJU,geometry_only_unconfirmed
758,TOP,,8,4096.1771mil,4690.2968mil,15.748mil,22.2441mil,ROUNDEDRECTANGLE,VBUNCBXP,geometry_only_unconfirmed
759,TOP,,7,4096.1771mil,4670.6117mil,7.874mil,22.2441mil,ROUNDEDRECTANGLE,SVALHVXT,geometry_only_unconfirmed
760,TOP,,6,4096.1771mil,4650.9267mil,7.874mil,22.2441mil,ROUNDEDRECTANGLE,BDKUHDHL,geometry_only_unconfirmed
761,TOP,,5,4063.3031mil,4650.9267mil,7.874mil,22.2441mil,ROUNDEDRECTANGLE,MGTMXVPP,geometry_only_unconfirmed
762,TOP,,4,4063.3031mil,4670.6117mil,7.874mil,22.2441mil,ROUNDEDRECTANGLE,XWGXTHYX,geometry_only_unconfirmed
763,TOP,,3,4063.3031mil,4690.2968mil,15.748mil,22.2441mil,ROUNDEDRECTANGLE,ALXNVJXE,geometry_only_unconfirmed
764,TOP,,2,3830.7815mil,5178.5182mil,31.4961mil,31.4961mil,RECTANGLE,EYBAVJDR,geometry_only_unconfirmed
765,TOP,,1,3889.8366mil,5178.5182mil,31.4961mil,31.4961mil,RECTANGLE,QKGCNHUW,geometry_only_unconfirmed
766,TOP,,1,4092.6581mil,5012.15mil,11.811mil,17.7165mil,ROUNDEDRECTANGLE,LAFHNQUO,geometry_only_unconfirmed
767,TOP,,2,4118.2487mil,5012.15mil,11.811mil,17.7165mil,ROUNDEDRECTANGLE,LANVMJPK,geometry_only_unconfirmed
768,TOP,,3,4143.8392mil,5012.15mil,11.811mil,17.7165mil,ROUNDEDRECTANGLE,FVODPODQ,geometry_only_unconfirmed
769,TOP,,4,4143.8392mil,5088.9216mil,11.811mil,17.7165mil,ROUNDEDRECTANGLE,YKSDLROM,geometry_only_unconfirmed
770,TOP,,5,4118.2487mil,5088.9216mil,11.811mil,17.7165mil,ROUNDEDRECTANGLE,BUAEDISF,geometry_only_unconfirmed
771,TOP,,6,4092.6581mil,5088.9216mil,11.811mil,17.7165mil,ROUNDEDRECTANGLE,LRBXKEXA,geometry_only_unconfirmed
772,TOP,,7,4118.2487mil,5050.5358mil,39.3701mil,62.9921mil,ROUNDEDRECTANGLE,URDGTRFH,geometry_only_unconfirmed
773,TOP,,1,4338.0899mil,6163.4328mil,13.7795mil,66.9291mil,ROUNDEDRECTANGLE,WOOVTASM,geometry_only_unconfirmed
774,TOP,,2,4338.0899mil,6137.8423mil,13.7795mil,66.9291mil,ROUNDEDRECTANGLE,NGBLANJE,geometry_only_unconfirmed
775,TOP,,3,4338.0899mil,6112.2517mil,13.7795mil,66.9291mil,ROUNDEDRECTANGLE,PYKRHDOE,geometry_only_unconfirmed
776,TOP,,4,4338.0899mil,6086.6612mil,13.7795mil,66.9291mil,ROUNDEDRECTANGLE,JGBWBUTM,geometry_only_unconfirmed
777,TOP,,8,4562.4993mil,6163.4328mil,13.7795mil,66.9291mil,ROUNDEDRECTANGLE,KMOACRCX,geometry_only_unconfirmed
778,TOP,,7,4562.4993mil,6137.8423mil,13.7795mil,66.9291mil,ROUNDEDRECTANGLE,RFWOKVVA,geometry_only_unconfirmed
779,TOP,,6,4562.4993mil,6112.2517mil,13.7795mil,66.9291mil,ROUNDEDRECTANGLE,YSIAWUPD,geometry_only_unconfirmed
780,TOP,,5,4562.4993mil,6086.6612mil,13.7795mil,66.9291mil,ROUNDEDRECTANGLE,XHQGFWYE,geometry_only_unconfirmed
781,TOP,,1,5015.6777mil,6175.7976mil,31.4961mil,31.4961mil,RECTANGLE,SFXCNBGD,geometry_only_unconfirmed
782,TOP,,2,5015.6777mil,6110.837mil,31.4961mil,31.4961mil,RECTANGLE,CRWFKMEB,geometry_only_unconfirmed
783,TOP,,1,4925.9071mil,6094.8261mil,25mil,25mil,ROUND,OHDGLXNT,geometry_only_unconfirmed
784,TOP,,1,4606.8441mil,6578.2882mil,23.622mil,31.4961mil,ROUNDEDRECTANGLE,VBICPAHN,geometry_only_unconfirmed
785,TOP,,2,4606.8441mil,6521.2016mil,23.622mil,31.4961mil,ROUNDEDRECTANGLE,UQWPKEPA,geometry_only_unconfirmed
786,TOP,,5,4493.4952mil,6565.3218mil,23.622mil,57.0866mil,ROUNDEDRECTANGLE,PQWTFSHX,geometry_only_unconfirmed
787,TOP,,6,4443.4952mil,6565.3218mil,23.622mil,57.0866mil,ROUNDEDRECTANGLE,GQVYQDNQ,geometry_only_unconfirmed
788,TOP,,7,4393.4952mil,6565.3218mil,23.622mil,57.0866mil,ROUNDEDRECTANGLE,MOMAIJPQ,geometry_only_unconfirmed
789,TOP,,8,4343.4952mil,6565.3218mil,23.622mil,57.0866mil,ROUNDEDRECTANGLE,FHUWOGDG,geometry_only_unconfirmed
790,TOP,,4,4493.4952mil,6350.7549mil,23.622mil,57.0866mil,ROUNDEDRECTANGLE,MFWIPWDN,geometry_only_unconfirmed
791,TOP,,3,4443.4952mil,6350.7549mil,23.622mil,57.0866mil,ROUNDEDRECTANGLE,ESDLUARV,geometry_only_unconfirmed
792,TOP,,2,4393.4952mil,6350.7549mil,23.622mil,57.0866mil,ROUNDEDRECTANGLE,IHCSVSUE,geometry_only_unconfirmed
793,TOP,,1,4343.4952mil,6350.7549mil,23.622mil,57.0866mil,ROUNDEDRECTANGLE,MHYHUQEC,geometry_only_unconfirmed
794,TOP,,1,5409.3202mil,2393.6076mil,19.685mil,23.622mil,RECTANGLE,DSKDIWUV,geometry_only_unconfirmed
795,TOP,,2,5369.9501mil,2393.6076mil,19.685mil,23.622mil,RECTANGLE,JBXHOIQQ,geometry_only_unconfirmed
796,TOP,,1,5121.5785mil,2349.0552mil,19.685mil,23.622mil,RECTANGLE,GJGBSPGF,geometry_only_unconfirmed
797,TOP,,2,5082.2084mil,2349.0552mil,19.685mil,23.622mil,RECTANGLE,KRKQWWYD,geometry_only_unconfirmed
798,TOP,,1,4752.1562mil,4559.0186mil,19.685mil,23.622mil,RECTANGLE,PSAQODXQ,geometry_only_unconfirmed
799,TOP,,2,4791.5263mil,4559.0186mil,19.685mil,23.622mil,RECTANGLE,KAQADSSA,geometry_only_unconfirmed
800,TOP,,1,5226.7164mil,4555.8046mil,19.685mil,23.622mil,RECTANGLE,STEWYBWB,geometry_only_unconfirmed
801,TOP,,2,5266.0865mil,4555.8046mil,19.685mil,23.622mil,RECTANGLE,UKNLOKUB,geometry_only_unconfirmed
802,TOP,,2,6042.7233mil,2242.6815mil,33.4646mil,31.4961mil,RECTANGLE,YOAOEXTK,geometry_only_unconfirmed
803,TOP,,1,6042.7233mil,2297.7996mil,33.4646mil,31.4961mil,RECTANGLE,NWHFPRNL,geometry_only_unconfirmed
804,TOP,,1,5392.984mil,2609.2913mil,31.4961mil,41.3386mil,ROUNDEDRECTANGLE,LVQVWWUA,geometry_only_unconfirmed
805,TOP,,2,5392.984mil,2536.4567mil,31.4961mil,41.3386mil,ROUNDEDRECTANGLE,GEAANXOU,geometry_only_unconfirmed
806,TOP,,1,4491.5786mil,4826.6563mil,19.685mil,23.622mil,RECTANGLE,RCACQDAL,geometry_only_unconfirmed
807,TOP,,2,4491.5786mil,4866.0264mil,19.685mil,23.622mil,RECTANGLE,THTIXHPJ,geometry_only_unconfirmed
808,TOP,,1,5202.0213mil,4382.3081mil,19.685mil,23.622mil,RECTANGLE,PORHAUVG,geometry_only_unconfirmed
809,TOP,,2,5241.3914mil,4382.3081mil,19.685mil,23.622mil,RECTANGLE,PAIOIORH,geometry_only_unconfirmed
810,TOP,,1,4558.5879mil,4355.0233mil,19.685mil,23.622mil,RECTANGLE,UEHGBPCG,geometry_only_unconfirmed
811,TOP,,2,4558.5879mil,4315.6532mil,19.685mil,23.622mil,RECTANGLE,EPPHJNAL,geometry_only_unconfirmed
812,TOP,,1,3570.8965mil,2531.3118mil,19.685mil,23.622mil,RECTANGLE,AFPULNEK,geometry_only_unconfirmed
813,TOP,,2,3610.2666mil,2531.3118mil,19.685mil,23.622mil,RECTANGLE,MFWPESFB,geometry_only_unconfirmed
814,TOP,,1,5437.0585mil,2723.3078mil,19.685mil,23.622mil,RECTANGLE,UCVKBJRX,geometry_only_unconfirmed
815,TOP,,2,5437.0585mil,2762.6779mil,19.685mil,23.622mil,RECTANGLE,OCJLBGEG,geometry_only_unconfirmed
816,TOP,,1,4435.3045mil,4214.5762mil,19.685mil,23.622mil,RECTANGLE,UWWXEPOO,geometry_only_unconfirmed
817,TOP,,2,4474.6746mil,4214.5762mil,19.685mil,23.622mil,RECTANGLE,HAKPSSBY,geometry_only_unconfirmed
818,TOP,,2,5071.3345mil,2426.6612mil,33.4646mil,31.4961mil,RECTANGLE,BCETEVDI,geometry_only_unconfirmed
819,TOP,,1,5126.4526mil,2426.6612mil,33.4646mil,31.4961mil,RECTANGLE,SLQINESB,geometry_only_unconfirmed
820,TOP,,1,5376.2697mil,2801.1424mil,68.8976mil,43.3071mil,RECTANGLE,NGNAGNVW,geometry_only_unconfirmed
821,TOP,,2,5376.2697mil,2694.8432mil,68.8976mil,43.3071mil,RECTANGLE,AVWRVKJT,geometry_only_unconfirmed
822,TOP,,2,5096.3648mil,3194.4668mil,19.685mil,23.622mil,RECTANGLE,JUGHKVFA,geometry_only_unconfirmed
823,TOP,,1,5056.9947mil,3194.4668mil,19.685mil,23.622mil,RECTANGLE,EKNBTXUQ,geometry_only_unconfirmed
824,TOP,,1,5287.1634mil,2801.1424mil,68.8976mil,43.3071mil,RECTANGLE,DSKTTPUK,geometry_only_unconfirmed
825,TOP,,2,5287.1634mil,2694.8432mil,68.8976mil,43.3071mil,RECTANGLE,HCTGAVWG,geometry_only_unconfirmed
826,TOP,,1,4135.9652mil,4914.0266mil,19.685mil,23.622mil,RECTANGLE,WYKMMOFU,geometry_only_unconfirmed
827,TOP,,2,4135.9652mil,4953.3967mil,19.685mil,23.622mil,RECTANGLE,YHMSCHRP,geometry_only_unconfirmed
828,TOP,,1,5137.3266mil,2472.3482mil,19.685mil,23.622mil,RECTANGLE,AXRTROIJ,geometry_only_unconfirmed
829,TOP,,2,5137.3266mil,2511.7183mil,19.685mil,23.622mil,RECTANGLE,SLDCLVBW,geometry_only_unconfirmed
830,TOP,,1,4368.6894mil,4214.5762mil,19.685mil,23.622mil,RECTANGLE,OPPDMQWW,geometry_only_unconfirmed
831,TOP,,2,4329.3193mil,4214.5762mil,19.685mil,23.622mil,RECTANGLE,MKLCFIBT,geometry_only_unconfirmed
