case_id,scenario_id,detector,valid_cells,detection_count,stored_point_count,detections_per_frame,mean_azimuth_deg,std_azimuth_deg,mean_elevation_deg,std_elevation_deg,geometry_status
ss3_nominal,pfa1e4_train4,fixed_energy_local_peak,119556,5,5,0.12195121951219512,4.265860429447014,8.119042414229321,9.137429011191031,15.27197490550923,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e2_train8,ca_cfar_local_peak,79376,0,0,0.0,nan,nan,nan,nan,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e2_train8,ca_threshold_only,79376,973,256,23.73170731707317,nan,nan,-4.537099357427399,24.54042647372895,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e2_train8,os_cfar_local_peak,79376,0,0,0.0,nan,nan,nan,nan,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e2_train8,fixed_energy_local_peak,79376,0,0,0.0,nan,nan,nan,nan,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e3_train8,ca_cfar_local_peak,79376,0,0,0.0,nan,nan,nan,nan,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e3_train8,ca_threshold_only,79376,185,185,4.512195121951219,0.1928937578465931,6.888384426424172,-5.526554328988569,27.08228459652002,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e3_train8,os_cfar_local_peak,79376,0,0,0.0,nan,nan,nan,nan,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e3_train8,fixed_energy_local_peak,79376,0,0,0.0,nan,nan,nan,nan,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e4_train8,ca_cfar_local_peak,79376,0,0,0.0,nan,nan,nan,nan,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e4_train8,ca_threshold_only,79376,0,0,0.0,nan,nan,nan,nan,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e4_train8,os_cfar_local_peak,79376,0,0,0.0,nan,nan,nan,nan,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e4_train8,fixed_energy_local_peak,79376,0,0,0.0,nan,nan,nan,nan,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e2_train2,ca_cfar_local_peak,137924,11,11,0.2682926829268293,4.371563059365623,8.979907924454684,4.084409563171506,29.85296816953588,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e2_train2,ca_threshold_only,137924,239,239,5.829268292682927,nan,nan,-3.0830731030588523,27.145163679715424,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e2_train2,os_cfar_local_peak,137924,15,15,0.36585365853658536,2.0901135492913574,10.132782422451637,-0.7757292602631307,26.9539058213937,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e2_train2,fixed_energy_local_peak,137924,15,15,0.36585365853658536,2.0901135492913574,10.132782422451637,-0.7757292602631307,26.9539058213937,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e3_train2,ca_cfar_local_peak,137924,6,6,0.14634146341463414,7.742345775760648,9.979669084810206,10.346430609486754,38.26086164866941,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e3_train2,ca_threshold_only,137924,40,40,0.975609756097561,2.059314835923236,9.503035445292754,7.778200032534774,35.15857325739814,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e3_train2,os_cfar_local_peak,137924,14,14,0.34146341463414637,1.9781735363933792,10.479462143193558,0.3880652050722903,27.53344446609288,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e3_train2,fixed_energy_local_peak,137924,15,15,0.36585365853658536,2.0901135492913574,10.132782422451637,-0.7757292602631307,26.9539058213937,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e4_train2,ca_cfar_local_peak,137924,6,6,0.14634146341463414,7.742345775760648,9.979669084810206,10.346430609486754,38.26086164866941,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e4_train2,ca_threshold_only,137924,26,26,0.6341463414634146,3.4064913399190098,8.298706500572838,5.921886223710444,35.13456970147741,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e4_train2,os_cfar_local_peak,137924,13,13,0.3170731707317073,2.202547041105436,10.842598552711944,-0.0376592135587385,28.528369126553102,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e4_train2,fixed_energy_local_peak,137924,15,15,0.36585365853658536,2.0901135492913574,10.132782422451637,-0.7757292602631307,26.9539058213937,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e2_train4,ca_cfar_local_peak,119556,3,3,0.07317073170731707,0.5320293724529185,14.908415015235455,-4.851349242134632,3.1121355227016063,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e2_train4,ca_threshold_only,119556,794,256,19.365853658536587,nan,nan,-6.773026049999224,22.779190171745636,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e2_train4,os_cfar_local_peak,119556,6,6,0.14634146341463414,0.6770574372174488,13.344342439021796,-11.050978615596549,6.98871328519561,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e2_train4,fixed_energy_local_peak,119556,6,6,0.14634146341463414,0.6770574372174488,13.344342439021796,-11.050978615596549,6.98871328519561,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e3_train4,ca_cfar_local_peak,119556,2,2,0.04878048780487805,7.354545712614906,13.919449334094184,-2.6826019895369972,0.6462873436347232,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e3_train4,ca_threshold_only,119556,27,27,0.6585365853658537,nan,nan,0.026510285457557264,26.631539136178315,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e3_train4,os_cfar_local_peak,119556,6,6,0.14634146341463414,0.6770574372174488,13.344342439021796,-11.050978615596549,6.98871328519561,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e3_train4,fixed_energy_local_peak,119556,6,6,0.14634146341463414,0.6770574372174488,13.344342439021796,-11.050978615596549,6.98871328519561,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e4_train4,ca_cfar_local_peak,119556,2,2,0.04878048780487805,7.354545712614906,13.919449334094184,-2.6826019895369972,0.6462873436347232,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e4_train4,ca_threshold_only,119556,12,12,0.2926829268292683,nan,nan,6.881040165544083,37.49264256985014,candidate_mapping_not_phase_center_calibrated
ss3_upper,pfa1e4_train4,os_cfar_local_peak,119556,6,6,0.14634146341463414,0.6770574372174488,13.344342439021796,-11.050978615596549,6.98871328519561,candidate_mapping_not_phase_center_calibrated
