model,azimuth_deg,elevation_deg,power_linear
ideal_v04,-54.0,18.0,0.017562203493924258
ideal_v04,-54.0,19.0,0.014702083641779764
ideal_v04,-54.0,20.0,0.012046548377776035
ideal_v04,-53.0,-20.0,0.012247181079717763
ideal_v04,-53.0,-19.0,0.014999029954671212
ideal_v04,-53.0,-18.0,0.017977206462503992
ideal_v04,-53.0,-17.0,0.02114696149407299
ideal_v04,-53.0,-16.0,0.024468778408383237
ideal_v04,-53.0,-15.0,0.02789942868279952
ideal_v04,-53.0,-14.0,0.03139306557075568
ideal_v04,-53.0,-13.0,0.034902313267156114
ideal_v04,-53.0,-12.0,0.03837931449138307
ideal_v04,-53.0,-11.0,0.04177670616549642
ideal_v04,-53.0,-10.0,0.045048500438375695
ideal_v04,-53.0,-9.0,0.048150856143722894
ideal_v04,-53.0,-8.0,0.05104273338341783
ideal_v04,-53.0,-7.0,0.0536864308695471
ideal_v04,-53.0,-6.0,0.056048011597107435
ideal_v04,-53.0,-5.0,0.058097627109499034
ideal_v04,-53.0,-4.0,0.05980975391288739
ideal_v04,-53.0,-3.0,0.0611633574392842
ideal_v04,-53.0,-2.0,0.062141999382553194
ideal_v04,-53.0,-1.0,0.06273390334033971
ideal_v04,-53.0,0.0,0.06293199165214221
ideal_v04,-53.0,1.0,0.06273390334033971
ideal_v04,-53.0,2.0,0.06214199938255322
ideal_v04,-53.0,3.0,0.06116335743928417
ideal_v04,-53.0,4.0,0.059809753912887446
ideal_v04,-53.0,5.0,0.058097627109499
ideal_v04,-53.0,6.0,0.05604801159710742
ideal_v04,-53.0,7.0,0.0536864308695471
ideal_v04,-53.0,8.0,0.05104273338341777
ideal_v04,-53.0,9.0,0.04815085614372291
ideal_v04,-53.0,10.0,0.04504850043837566
ideal_v04,-53.0,11.0,0.041776706165496384
ideal_v04,-53.0,12.0,0.03837931449138305
ideal_v04,-53.0,13.0,0.03490231326715604
ideal_v04,-53.0,14.0,0.03139306557075573
ideal_v04,-53.0,15.0,0.027899428682799546
ideal_v04,-53.0,16.0,0.024468778408383265
ideal_v04,-53.0,17.0,0.02114696149407298
ideal_v04,-53.0,18.0,0.017977206462503992
ideal_v04,-53.0,19.0,0.014999029954671174
ideal_v04,-53.0,20.0,0.01224718107971777
ideal_v04,-52.0,-20.0,0.012366417533333047
ideal_v04,-52.0,-19.0,0.015197536091759712
ideal_v04,-52.0,-18.0,0.018275856537336082
ideal_v04,-52.0,-17.0,0.021567080008944094
ideal_v04,-52.0,-16.0,0.025031356046003
ideal_v04,-52.0,-15.0,0.02862431692243427
