source_file,frame_num,packet_length,declared_detected_count,tlv_count,tlv_types,decoded_point_count
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,229,576,22,4,"[1, 7, 6, 9]",22
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,230,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,231,576,22,4,"[1, 7, 6, 9]",22
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,232,576,22,4,"[1, 7, 6, 9]",22
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,233,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,234,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,235,608,24,4,"[1, 7, 6, 9]",24
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,236,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,237,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,238,576,22,4,"[1, 7, 6, 9]",22
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,239,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,240,544,20,4,"[1, 7, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,241,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,242,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,243,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,244,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,245,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,246,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,247,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,248,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,249,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,250,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,251,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,252,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,253,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,254,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,255,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,256,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,257,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,258,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,259,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,260,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,261,288,8,4,"[1, 7, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,262,288,8,4,"[1, 7, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,263,288,8,4,"[1, 7, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,264,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,265,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,266,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,267,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,268,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,269,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,270,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,271,288,8,4,"[1, 7, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,272,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,273,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,274,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,275,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,276,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,277,288,8,4,"[1, 7, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,278,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,279,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,280,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,281,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,282,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,283,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,284,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,285,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,286,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,287,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,288,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,289,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,290,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,291,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,292,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,293,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,294,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,295,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,296,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,297,288,8,4,"[1, 7, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,298,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,299,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,300,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,301,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,302,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,303,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,304,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,305,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,306,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,307,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,308,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,309,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,310,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,311,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,312,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,313,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,314,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,315,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,316,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,317,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,318,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,319,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,320,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,321,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,322,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,323,288,8,4,"[1, 7, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,324,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,325,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,326,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,327,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,328,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,329,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,330,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,331,544,21,4,"[1, 7, 6, 9]",21
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,332,544,20,4,"[1, 7, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,333,544,20,4,"[1, 7, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,334,704,28,4,"[1, 7, 6, 9]",28
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,335,608,24,4,"[1, 7, 6, 9]",24
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,336,736,30,4,"[1, 7, 6, 9]",30
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,337,832,34,4,"[1, 7, 6, 9]",34
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,338,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,339,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,340,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,341,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,342,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,343,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,344,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,345,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,346,576,22,4,"[1, 7, 6, 9]",22
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,347,576,22,4,"[1, 7, 6, 9]",22
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,348,704,28,4,"[1, 7, 6, 9]",28
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,349,544,20,4,"[1, 7, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,350,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,351,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,352,544,20,4,"[1, 7, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,353,576,22,4,"[1, 7, 6, 9]",22
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,354,608,24,4,"[1, 7, 6, 9]",24
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,355,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,356,544,20,4,"[1, 7, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,357,544,20,4,"[1, 7, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,358,544,20,4,"[1, 7, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,359,672,26,4,"[1, 7, 6, 9]",26
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,360,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,361,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,362,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,363,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,364,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,365,544,20,4,"[1, 7, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,366,576,22,4,"[1, 7, 6, 9]",22
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,367,576,22,4,"[1, 7, 6, 9]",22
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,368,608,24,4,"[1, 7, 6, 9]",24
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,369,672,26,4,"[1, 7, 6, 9]",26
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,370,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,371,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,372,608,24,4,"[1, 7, 6, 9]",24
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,373,576,22,4,"[1, 7, 6, 9]",22
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,374,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,375,544,20,4,"[1, 7, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,376,544,20,4,"[1, 7, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,377,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,378,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,379,544,20,4,"[1, 7, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,380,544,20,4,"[1, 7, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,381,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,382,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,383,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,384,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,385,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,386,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,387,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,388,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,389,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,390,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,391,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,392,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,393,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,394,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,395,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,396,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,397,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,398,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,399,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,400,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,401,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,402,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,403,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,404,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,405,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,406,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,407,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,408,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,409,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,410,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,411,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,412,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,413,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,414,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,415,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,416,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,417,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,418,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,419,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,420,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,421,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,422,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,423,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,424,384,12,4,"[1, 7, 6, 9]",12
