source_file,frame_num,packet_length,declared_detected_count,tlv_count,tlv_types,decoded_point_count
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,860,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,861,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,862,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,863,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,864,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,865,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,866,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,867,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,868,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,869,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,870,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,871,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,872,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,873,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,874,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,875,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,876,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,877,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,878,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,879,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,880,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,881,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,882,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,883,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,884,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,885,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,886,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,887,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,888,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,889,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,890,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,891,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,892,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,893,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,894,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,895,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,896,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,897,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,898,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,899,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,900,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,901,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,902,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,903,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,904,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,905,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,906,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,907,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,908,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,909,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,910,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,911,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,912,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,913,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,914,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,915,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,916,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,917,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,918,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,919,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,920,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,921,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,922,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,923,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,924,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,925,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,926,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,927,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,928,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,929,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,930,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,931,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,932,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,933,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,934,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,935,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,936,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,937,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,938,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,939,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,940,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,941,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,942,288,8,4,"[1, 7, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,943,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,944,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,945,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,946,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,947,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,948,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,949,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,950,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,951,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,952,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,953,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,954,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,955,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,956,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,957,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,958,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,959,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,960,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,961,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,962,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,963,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,964,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,965,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,966,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,967,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,968,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,969,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,970,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,971,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,972,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,973,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,974,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,975,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,976,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,977,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,978,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,979,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,980,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,981,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,982,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,983,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,984,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,985,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,986,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,987,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,988,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,989,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,990,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,991,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,992,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,993,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,994,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,995,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,996,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,997,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,998,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,999,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1000,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1001,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1002,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1003,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1004,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1005,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1006,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1007,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1008,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1009,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1010,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1011,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1012,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1013,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1014,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1015,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1016,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1017,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1018,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1019,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1020,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1021,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1022,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1023,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1024,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1025,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1026,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1027,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1028,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1029,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1030,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1031,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1032,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1033,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1034,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1035,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1036,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1037,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1038,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1039,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1040,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1041,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1042,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1043,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1044,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1045,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1046,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1047,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1048,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1049,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1050,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1051,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1052,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1053,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1054,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1055,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1056,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1057,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1058,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1059,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1060,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1061,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1062,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1063,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1064,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1065,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1066,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1067,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1068,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1069,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1070,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1071,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1072,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1073,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1074,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1075,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1076,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1077,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1078,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1079,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1080,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1081,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_02.bin,1082,384,12,4,"[1, 7, 6, 9]",12
